# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
209	para	send	un	9461	12	0.000357228	33.00000	2.90922	374.32764	1.51851	0.66667	-1.00000	-1.00000
212	para	send	un	9590	13	0.454545455	2.60000	0.20544	32.90532	0.41497	0.05714	-1.00000	-1.00000
213	para	send	un	9644	2	0.215686275	0.22222	0.02038	2.42367	0.65321	0.16000	-1.00000	-1.00000
217	para	send	un	9715	10	1.000000000	1.00000	0.18666	5.35721	0.00000	0.00000	-1.00000	-1.00000
218	para	send	un	9782	13	0.065934066	0.09091	0.00676	1.22207	1.04139	0.41667	-1.00000	-1.00000
219	para	send	un	9865	33	0.220779221	0.22727	0.02162	2.38963	0.64345	0.13158	-1.00000	-1.00000
222	para	send	un	9985	29	0.194805195	4.33333	0.38628	48.61218	0.63682	0.12000	-1.00000	-1.00000
224	para	send	un	10104	22	0.651702786	2.00000	0.32444	12.32895	0.30103	0.02571	-1.00000	-1.00000
226	para	send	un	10234	26	0.012820513	13.50000	1.19729	152.21812	1.13033	0.45455	-1.00000	-1.00000
228	para	send	un	10367	33	0.001688714	19.80000	1.94431	201.63474	1.29667	0.47619	-1.00000	-1.00000
236	para	send	un	10658	4	0.002814523	18.20000	1.76120	188.07681	1.26007	0.45000	-1.00000	-1.00000
238	para	send	un	10806	25	0.022875817	11.00000	1.00469	120.43497	1.04139	0.35714	-1.00000	-1.00000
240	para	send	un	10850	7	1.000000000	1.40000	0.25851	7.58202	0.14613	0.00694	-1.00000	-1.00000
253	para	send	un	11310	24	0.363636364	3.00000	0.36116	24.91959	0.47712	0.06667	-1.00000	-1.00000
255	para	send	un	11352	3	0.003611971	19.50000	1.77722	213.95798	1.29003	0.50000	-1.00000	-1.00000
256	para	send	un	11418	6	0.002814523	18.20000	1.76120	188.07681	1.26007	0.45000	-1.00000	-1.00000
257	para	send	un	11524	49	1.000000000	0.54545	0.04319	6.88922	0.26324	0.03968	-1.00000	-1.00000
258	para	send	un	11566	28	0.077922078	6.50000	0.61268	68.95950	0.81291	0.18947	-1.00000	-1.00000
262	para	send	un	11747	21	0.624060150	2.14286	0.28051	16.36977	0.33099	0.02510	-1.00000	-1.00000
263	para	send	un	11807	19	0.630467572	2.33333	0.33648	16.18078	0.36798	0.04156	-1.00000	-1.00000
266	para	send	un	11969	55	0.009569378	13.00000	1.26791	133.29063	1.11394	0.35294	-1.00000	-1.00000
268	para	send	un	12064	25	0.003691355	27.00000	2.34266	311.18463	1.43136	0.42250	-1.00000	-1.00000
269	para	send	un	12108	6	1.000000000	0.85714	0.06527	11.25696	0.06695	0.02941	-1.00000	-1.00000
270	para	send	un	12188	23	0.043343653	0.12727	0.01218	1.33040	0.89526	0.25000	-1.00000	-1.00000
271	para	send	un	12278	49	0.454545455	2.60000	0.20544	32.90532	0.41497	0.05714	-1.00000	-1.00000
273	para	send	un	12359	4	0.606643357	2.33333	0.28707	18.96558	0.36798	0.04000	-1.00000	-1.00000
274	para	send	un	12433	16	1.000000000	1.25000	0.08851	17.65392	0.09691	0.00171	-1.00000	-1.00000
275	para	send	un	12505	25	0.600000000	0.42857	0.03069	5.98506	0.36798	0.02564	-1.00000	-1.00000
279	para	send	un	12715	44	0.014985015	15.00000	1.21486	185.20692	1.17609	0.53333	-1.00000	-1.00000
285	para	send	un	12992	5	0.244755245	0.14286	0.01023	1.99502	0.84510	0.16875	-1.00000	-1.00000
289	para	send	un	13185	8	0.194805195	4.33333	0.38628	48.61218	0.63682	0.12000	-1.00000	-1.00000
291	para	send	un	13347	44	0.480519481	0.33333	0.02986	3.72096	0.47712	0.08333	-1.00000	-1.00000
292	para	send	un	13411	46	0.222222222	4.50000	0.33663	60.15435	0.65321	0.25000	-1.00000	-1.00000
296	para	send	un	13574	19	0.580419580	3.00000	0.22722	39.60963	0.47712	0.05208	-1.00000	-1.00000
301	para	send	un	13873	5	0.068627451	7.33333	0.66092	81.36819	0.86530	0.25000	-1.00000	-1.00000
303	para	send	un	13967	37	0.624060150	2.14286	0.28051	16.36977	0.33099	0.02510	-1.00000	-1.00000
309	para	send	un	14128	7	0.000071446	54.00000	4.21073	692.51666	1.73239	0.81481	-1.00000	-1.00000
310	para	send	un	14196	11	0.151583710	7.00000	0.61346	79.87489	0.84510	0.15625	-1.00000	-1.00000
311	para	send	un	14267	19	0.035947712	9.00000	0.85351	94.90263	0.95424	0.30769	-1.00000	-1.00000
315	para	send	un	14514	15	0.194805195	4.33333	0.38628	48.61218	0.63682	0.12000	-1.00000	-1.00000
316	para	send	un	14565	2	0.000020104	65.00000	5.13595	822.63300	1.81291	0.83077	-1.00000	-1.00000
323	para	send	un	14863	47	0.000462386	27.50000	2.61547	289.14502	1.43933	0.57692	-1.00000	-1.00000
327	para	send	un	15027	22	0.194805195	4.33333	0.38628	48.61218	0.63682	0.12000	-1.00000	-1.00000
330	para	send	un	15175	42	1.000000000	0.54545	0.04319	6.88922	0.26324	0.03968	-1.00000	-1.00000
331	para	send	un	15216	19	0.691355085	0.66667	0.12210	3.63986	0.17609	0.01000	-1.00000	-1.00000
334	para	send	un	15274	14	0.000357228	33.00000	2.90922	374.32764	1.51851	0.66667	-1.00000	-1.00000
340	para	send	un	15406	21	0.000005413	121.00000	6.69043	2188.34839	2.08279	1.00000	-1.00000	-1.00000
344	para	send	un	15591	19	0.255314757	6.60000	0.54288	80.23876	0.81954	0.12760	-1.00000	-1.00000
346	para	send	un	15707	10	0.035714286	11.00000	0.92841	130.32974	1.04139	0.38462	-1.00000	-1.00000
347	para	send	un	15783	24	0.480519481	0.33333	0.02986	3.72096	0.47712	0.08333	-1.00000	-1.00000
351	para	send	un	15897	13	0.117647059	9.00000	0.74782	108.31502	0.95424	0.19692	-1.00000	-1.00000
352	para	send	un	15950	5	0.028708134	9.28571	0.89857	95.95755	0.96782	0.26667	-1.00000	-1.00000
353	para	send	un	16024	15	0.454545455	2.60000	0.20544	32.90532	0.41497	0.05714	-1.00000	-1.00000
354	para	send	un	16129	58	0.220779221	0.22727	0.02162	2.38963	0.64345	0.13158	-1.00000	-1.00000
355	para	send	un	16155	21	0.691355085	0.66667	0.12210	3.63986	0.17609	0.01000	-1.00000	-1.00000
358	para	send	un	16272	13	1.000000000	0.57143	0.04219	7.74011	0.24304	0.01000	-1.00000	-1.00000
363	para	send	un	16469	24	0.009569378	13.00000	1.26791	133.29063	1.11394	0.35294	-1.00000	-1.00000
366	para	send	un	16647	12	1.000000000	2.00000	0.14962	26.73526	0.30103	0.02000	-1.00000	-1.00000
367	para	send	un	16720	23	0.028708134	9.28571	0.89857	95.95755	0.96782	0.26667	-1.00000	-1.00000
368	para	send	un	16776	17	0.009569378	13.00000	1.26791	133.29063	1.11394	0.35294	-1.00000	-1.00000
374	para	send	un	16981	34	0.096377307	0.16364	0.01607	1.66640	0.78612	0.18519	-1.00000	-1.00000
382	para	send	un	17378	53	0.125000000	0.15152	0.01246	1.84203	0.81954	0.23810	-1.00000	-1.00000
383	para	send	un	17398	8	0.010989011	22.00000	1.53989	314.30771	1.34242	0.68182	-1.00000	-1.00000
386	para	send	un	17608	28	0.022875817	0.09091	0.00830	0.99533	1.04139	0.35714	-1.00000	-1.00000
387	para	send	un	17653	8	0.220779221	0.22727	0.02162	2.38963	0.64345	0.13158	-1.00000	-1.00000
391	para	send	un	17788	17	0.236842105	0.27273	0.02404	3.09362	0.56427	0.11111	-1.00000	-1.00000
394	para	send	un	17986	26	0.293233083	4.71429	0.40535	54.82799	0.67342	0.07824	-1.00000	-1.00000
396	para	send	un	18099	13	0.334365325	0.25926	0.02194	3.06314	0.58627	0.06250	-1.00000	-1.00000
401	para	send	un	18394	59	0.053706098	7.00000	0.67251	72.86134	0.84510	0.25000	-1.00000	-1.00000
415	para	send	un	18985	17	0.009569378	13.00000	1.26791	133.29063	1.11394	0.35294	-1.00000	-1.00000
416	para	send	un	19062	30	1.000000000	1.33333	0.23311	7.62632	0.12494	0.00476	-1.00000	-1.00000
428	para	send	un	19607	5	0.250749251	3.57143	0.31299	40.75249	0.55284	0.16000	-1.00000	-1.00000
434	para	send	un	19922	4	0.116615067	0.20000	0.01931	2.07093	0.69897	0.16667	-1.00000	-1.00000
436	para	send	un	20016	37	0.494736842	0.40741	0.03592	4.62133	0.38997	0.07407	-1.00000	-1.00000
437	para	send	un	20069	23	1.000000000	1.28571	0.06779	24.38348	0.10914	0.00156	-1.00000	-1.00000
442	para	send	un	20314	15	0.480519481	0.33333	0.02986	3.72096	0.47712	0.08333	-1.00000	-1.00000
444	para	send	un	20461	33	0.077922078	6.50000	0.61268	68.95950	0.81291	0.18947	-1.00000	-1.00000
454	para	send	un	20781	39	0.477124183	0.33333	0.02892	3.84179	0.47712	0.10000	-1.00000	-1.00000
455	para	send	un	20841	36	0.000251383	44.00000	3.37614	573.43628	1.64345	0.79545	-1.00000	-1.00000
456	para	send	un	20905	37	1.000000000	1.25000	0.14282	10.94044	0.09691	0.00185	-1.00000	-1.00000
464	para	send	un	21190	6	0.012053736	16.00000	1.78826	143.15605	1.20412	0.36000	-1.00000	-1.00000
472	para	send	un	21559	58	0.605263158	2.25000	0.17006	29.76868	0.35218	0.01961	-1.00000	-1.00000
478	para	send	un	21717	26	0.480519481	0.33333	0.02986	3.72096	0.47712	0.08333	-1.00000	-1.00000
484	para	send	un	22020	15	1.000000000	1.00000	0.07329	13.64446	0.00000	0.04000	-1.00000	-1.00000
493	para	send	un	22584	7	0.194805195	4.33333	0.38628	48.61218	0.63682	0.12000	-1.00000	-1.00000
494	para	send	un	22647	7	1.000000000	0.55556	0.04278	7.21440	0.25527	0.00936	-1.00000	-1.00000
495	para	send	un	22706	2	1.000000000	1.20000	0.08759	16.44029	0.07918	0.02222	-1.00000	-1.00000
497	para	send	un	22837	7	0.010989011	22.00000	1.53989	314.30771	1.34242	0.68182	-1.00000	-1.00000
503	para	send	un	23115	36	1.000000000	1.25000	0.14282	10.94044	0.09691	0.00185	-1.00000	-1.00000
504	para	send	un	23145	3	0.005417957	15.40000	1.47324	160.97853	1.18752	0.42857	-1.00000	-1.00000
506	para	send	un	23278	12	0.098039216	7.80000	0.64854	93.81108	0.89209	0.25000	-1.00000	-1.00000
507	para	send	un	23344	13	0.000357228	33.00000	2.90922	374.32764	1.51851	0.66667	-1.00000	-1.00000
510	para	send	un	23449	55	0.372850679	3.00000	0.42258	21.29798	0.47712	0.06250	-1.00000	-1.00000
518	para	send	un	23788	15	0.027421495	11.66667	1.52721	89.12430	1.06695	0.29174	-1.00000	-1.00000
519	para	send	un	23854	17	1.000000000	1.80000	0.13861	23.37464	0.25527	0.04706	-1.00000	-1.00000
520	para	send	un	23902	3	0.039644566	0.12121	0.01210	1.21460	0.91645	0.24510	-1.00000	-1.00000
523	para	send	un	24050	26	1.000000000	1.40000	0.25851	7.58202	0.14613	0.00694	-1.00000	-1.00000
529	para	send	un	24250	39	0.108875129	11.00000	0.92841	130.32974	1.04139	0.22222	-1.00000	-1.00000
531	para	send	un	24346	9	0.220779221	0.22727	0.02162	2.38963	0.64345	0.13158	-1.00000	-1.00000
535	para	send	un	24554	27	0.064777328	9.00000	1.14020	71.04021	0.95424	0.24242	-1.00000	-1.00000
538	para	send	un	24614	23	0.236842105	3.66667	0.32325	41.59196	0.56427	0.11111	-1.00000	-1.00000
544	para	send	un	24847	4	0.674922601	1.55556	0.24410	9.91312	0.19189	0.01099	-1.00000	-1.00000
545	para	send	un	24927	17	0.100000000	0.16667	0.01478	1.87924	0.77815	0.23077	-1.00000	-1.00000
546	para	send	un	24988	15	0.454545455	2.60000	0.20544	32.90532	0.41497	0.05714	-1.00000	-1.00000
547	para	send	un	25045	9	0.043343653	7.85714	0.75165	82.13191	0.89526	0.25000	-1.00000	-1.00000
548	para	send	un	25111	13	1.000000000	0.57143	0.04219	7.74011	0.24304	0.01000	-1.00000	-1.00000
549	para	send	un	25216	55	1.000000000	0.66667	0.05198	8.54959	0.17609	0.03509	-1.00000	-1.00000
557	para	send	un	25531	57	0.500000000	0.44444	0.03359	5.88023	0.35218	0.06667	-1.00000	-1.00000
561	para	send	un	25677	12	0.005347594	14.66667	1.46368	146.96637	1.16633	0.38889	-1.00000	-1.00000
563	para	send	un	25828	36	0.009569378	13.00000	1.26791	133.29063	1.11394	0.35294	-1.00000	-1.00000
567	para	send	un	25984	5	1.000000000	1.00000	0.06255	15.98832	0.00000	0.04762	-1.00000	-1.00000
571	para	send	un	26134	28	0.065934066	11.00000	0.81828	147.87062	1.04139	0.41667	-1.00000	-1.00000
574	para	send	un	26238	5	0.028708134	9.28571	0.89857	95.95755	0.96782	0.26667	-1.00000	-1.00000
579	para	send	un	26513	27	0.022875817	0.09091	0.00830	0.99533	1.04139	0.35714	-1.00000	-1.00000
580	para	send	un	26569	20	0.000462386	27.50000	2.61547	289.14502	1.43933	0.57692	-1.00000	-1.00000
582	para	send	un	26682	8	0.000020104	65.00000	5.13595	822.63300	1.81291	0.83077	-1.00000	-1.00000
585	para	send	un	26750	13	1.000000000	2.33333	0.10678	50.98530	0.36798	0.02500	-1.00000	-1.00000
594	para	send	un	27029	42	0.000001546	143.00000	7.98071	2562.30469	2.15534	1.00000	-1.00000	-1.00000
595	para	send	un	27089	39	0.500000000	0.45455	0.03554	5.81376	0.34242	0.05263	-1.00000	-1.00000
596	para	send	un	27118	7	0.100000000	0.16667	0.01478	1.87924	0.77815	0.23077	-1.00000	-1.00000
602	para	send	un	27378	14	0.400000000	3.25000	0.25200	41.91431	0.51188	0.07895	-1.00000	-1.00000
604	para	send	un	27435	7	0.035714286	11.00000	0.92841	130.32974	1.04139	0.38462	-1.00000	-1.00000
606	para	send	un	27568	15	0.500000000	0.45455	0.03554	5.81376	0.34242	0.05263	-1.00000	-1.00000
611	para	send	un	27828	27	0.200000000	5.00000	0.38826	64.39044	0.69897	0.28571	-1.00000	-1.00000
612	para	send	un	27902	38	0.033841159	9.80000	0.89883	106.84979	0.99123	0.36000	-1.00000	-1.00000
618	para	send	un	28135	17	0.000357228	33.00000	2.90922	374.32764	1.51851	0.66667	-1.00000	-1.00000
629	para	send	un	28581	20	0.646174259	0.50000	0.07043	3.54966	0.30103	0.02222	-1.00000	-1.00000
630	para	send	un	28644	20	0.500000000	0.44444	0.03359	5.88023	0.35218	0.06667	-1.00000	-1.00000
631	para	send	un	28716	28	0.547474747	3.00000	0.23889	37.67367	0.47712	0.06250	-1.00000	-1.00000
634	para	send	un	28821	8	0.664061429	1.66667	0.25090	11.07140	0.22185	0.01563	-1.00000	-1.00000
638	para	send	un	28973	32	1.000000000	1.66667	0.19471	14.26627	0.22185	0.01562	-1.00000	-1.00000
640	para	send	un	29011	9	0.049122807	8.66667	0.78987	95.09244	0.93785	0.26471	-1.00000	-1.00000
642	para	send	un	29135	7	0.006535948	16.50000	1.48707	183.07841	1.21748	0.48077	-1.00000	-1.00000
648	para	send	un	29341	25	0.000001546	143.00000	7.98071	2562.30469	2.15534	1.00000	-1.00000	-1.00000
653	para	send	un	29402	23	1.000000000	0.54545	0.04319	6.88922	0.26324	0.03968	-1.00000	-1.00000
655	para	send	un	29456	13	0.164835165	5.40000	0.43735	66.67449	0.73239	0.22222	-1.00000	-1.00000
657	para	send	un	29523	19	1.000000000	1.00000	0.12039	8.30653	0.00000	0.00000	-1.00000	-1.00000
658	para	send	un	29568	2	0.144796380	6.66667	0.80868	54.95900	0.82391	0.18766	-1.00000	-1.00000
660	para	send	un	29686	58	0.024509804	13.00000	1.10923	152.35771	1.11394	0.40000	-1.00000	-1.00000
662	para	send	un	29698	7	0.049122807	8.66667	0.78987	95.09244	0.93785	0.26471	-1.00000	-1.00000
665	para	send	un	29839	26	0.515151515	0.46667	0.03689	5.90281	0.33099	0.10000	-1.00000	-1.00000
674	para	send	un	30156	26	0.454545455	2.60000	0.20544	32.90532	0.41497	0.05714	-1.00000	-1.00000
679	para	send	un	30352	34	0.500000000	0.20000	0.01093	3.66091	0.69897	0.12698	-1.00000	-1.00000
680	para	send	un	30388	8	0.466666667	0.33333	0.02525	4.40107	0.47712	0.16667	-1.00000	-1.00000
681	para	send	un	30477	35	0.285714286	5.50000	0.38497	78.57693	0.74036	0.19231	-1.00000	-1.00000
691	para	send	un	30717	27	0.068627451	7.33333	0.66092	81.36819	0.86530	0.25000	-1.00000	-1.00000
695	para	send	un	30896	16	0.009569378	13.00000	1.26791	133.29063	1.11394	0.35294	-1.00000	-1.00000
713	para	send	un	31693	58	0.500000000	2.20000	0.17201	28.13861	0.34242	0.05263	-1.00000	-1.00000
720	para	send	un	32035	21	1.000000000	1.00000	0.04074	24.54889	0.00000	0.00000	-1.00000	-1.00000
723	para	send	un	32142	3	0.558823529	3.00000	0.21987	40.93337	0.47712	0.04000	-1.00000	-1.00000
728	para	send	un	32271	3	0.077922078	6.50000	0.61268	68.95950	0.81291	0.18947	-1.00000	-1.00000
731	para	send	un	32462	8	0.000103612	40.33333	3.61317	450.23581	1.60566	0.69444	-1.00000	-1.00000
732	para	send	un	32529	13	0.100000000	0.16667	0.01478	1.87924	0.77815	0.23077	-1.00000	-1.00000
733	para	send	un	32590	7	0.166666667	11.00000	0.64645	187.17624	1.04139	0.45455	-1.00000	-1.00000
734	para	send	un	32703	57	0.028708134	9.28571	0.89857	95.95755	0.96782	0.26667	-1.00000	-1.00000
738	para	send	un	32841	4	1.000000000	1.50000	0.17611	12.77591	0.17609	0.00769	-1.00000	-1.00000
741	para	send	un	33081	58	0.015198424	11.00000	1.10322	109.67872	1.04139	0.31250	-1.00000	-1.00000
748	para	send	un	33217	7	0.245098039	0.25714	0.02420	2.73261	0.58983	0.14286	-1.00000	-1.00000
752	para	send	un	33343	7	0.004901961	21.66667	1.80149	260.58633	1.33579	0.57143	-1.00000	-1.00000
753	para	send	un	33403	3	0.333333333	4.33333	0.32571	57.65173	0.63682	0.11765	-1.00000	-1.00000
754	para	send	un	33471	9	0.015198424	11.00000	1.10322	109.67872	1.04139	0.31250	-1.00000	-1.00000
758	para	send	un	33703	51	0.028708134	9.28571	0.89857	95.95755	0.96782	0.26667	-1.00000	-1.00000
761	para	send	un	33805	24	0.215686275	0.22222	0.02038	2.42367	0.65321	0.16000	-1.00000	-1.00000
765	para	send	un	33974	3	0.077922078	6.50000	0.61268	68.95950	0.81291	0.18947	-1.00000	-1.00000
768	para	send	un	34068	34	1.000000000	0.71429	0.05372	9.49787	0.14613	0.04000	-1.00000	-1.00000
771	para	send	un	34162	3	0.333333333	4.33333	0.32571	57.65173	0.63682	0.11765	-1.00000	-1.00000
772	para	send	un	34254	32	0.009569378	13.00000	1.26791	133.29063	1.11394	0.35294	-1.00000	-1.00000
775	para	send	un	34352	3	0.055727554	11.00000	1.00469	120.43497	1.04139	0.21701	-1.00000	-1.00000
779	para	send	un	34596	57	0.077922078	6.50000	0.61268	68.95950	0.81291	0.18947	-1.00000	-1.00000
784	para	send	un	34787	58	0.227272727	4.20000	0.33205	53.12528	0.62325	0.20000	-1.00000	-1.00000
790	para	send	un	35058	14	0.039644566	0.12121	0.01210	1.21460	0.91645	0.24510	-1.00000	-1.00000
794	para	send	un	35115	7	0.627039627	2.00000	0.22353	17.89451	0.30103	0.02778	-1.00000	-1.00000
795	para	send	un	35202	31	0.515151515	0.46667	0.03689	5.90281	0.33099	0.10000	-1.00000	-1.00000
796	para	send	un	35246	10	0.014654283	12.00000	1.17763	122.27951	1.07918	0.35897	-1.00000	-1.00000
797	para	send	un	35342	43	0.077922078	6.50000	0.61268	68.95950	0.81291	0.18947	-1.00000	-1.00000
804	para	send	un	35733	59	0.108875129	11.00000	0.92841	130.32974	1.04139	0.22222	-1.00000	-1.00000
805	para	send	un	35750	14	0.444444444	0.36364	0.02790	4.73914	0.43933	0.07353	-1.00000	-1.00000
806	para	send	un	35831	33	0.000103612	40.33333	3.61317	450.23581	1.60566	0.69444	-1.00000	-1.00000
808	para	send	un	35885	24	0.001051236	27.00000	2.34266	311.18463	1.43136	0.64000	-1.00000	-1.00000
811	para	send	un	36018	32	0.454545455	2.60000	0.20544	32.90532	0.41497	0.05714	-1.00000	-1.00000
813	para	send	un	36067	17	0.194805195	4.33333	0.38628	48.61218	0.63682	0.12000	-1.00000	-1.00000
819	para	send	un	36453	24	1.000000000	0.55556	0.04278	7.21440	0.25527	0.00936	-1.00000	-1.00000
821	para	send	un	36501	10	0.480519481	0.33333	0.02986	3.72096	0.47712	0.08333	-1.00000	-1.00000
828	para	send	un	36748	7	0.010989011	22.00000	1.53989	314.30771	1.34242	0.68182	-1.00000	-1.00000
830	para	send	un	36853	49	0.005417957	15.40000	1.47324	160.97853	1.18752	0.42857	-1.00000	-1.00000
834	para	send	un	37048	55	0.000140726	39.00000	3.47650	437.50961	1.59106	0.68571	-1.00000	-1.00000
842	para	send	un	37474	39	0.400000000	3.25000	0.25200	41.91431	0.51188	0.07895	-1.00000	-1.00000
843	para	send	un	37546	48	0.285714286	0.18182	0.01273	2.59758	0.74036	0.19231	-1.00000	-1.00000
846	para	send	un	37646	23	0.016253870	11.00000	1.06056	114.09041	1.04139	0.33333	-1.00000	-1.00000
847	para	send	un	37699	13	0.024509804	13.00000	1.10923	152.35771	1.11394	0.40000	-1.00000	-1.00000
