# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
143	north	south	un	3104	1	0.237325396	4.67647	0.54621	40.03809	0.66992	0.01847	-1.00000	-1.00000
149	north	south	un	3309	19	0.827070320	1.18730	0.49699	2.83646	0.07456	0.00112	-1.00000	-1.00000
153	north	south	un	3375	23	0.049931686	0.23000	0.05805	0.91127	0.63827	0.03807	-1.00000	-1.00000
158	north	south	un	3462	49	0.002035296	13.52459	1.72924	105.77720	1.13112	0.07389	-1.00000	-1.00000
160	north	south	un	3525	50	0.027341894	0.42510	0.20581	0.87803	0.37151	0.04064	-1.00000	-1.00000
164	north	south	un	3538	1	0.001894908	3.25000	1.54387	6.84158	0.51188	0.07895	-1.00000	-1.00000
176	north	south	un	3800	16	0.004057908	0.07792	0.00945	0.64266	1.10834	0.06565	-1.00000	-1.00000
185	north	south	un	4069	37	0.718396498	1.18261	0.57957	2.41309	0.07284	0.00161	-1.00000	-1.00000
192	north	south	un	4162	6	1.000000000	1.12000	0.34570	3.62853	0.04922	0.00027	-1.00000	-1.00000
197	north	south	un	4224	2	0.065768903	3.41270	0.93116	12.50755	0.53310	0.03037	-1.00000	-1.00000
199	north	south	un	4340	55	0.000013873	5.76190	2.61303	12.70540	0.76057	0.16317	-1.00000	-1.00000
210	north	south	un	4501	30	0.102491715	0.37297	0.12704	1.09496	0.42832	0.02503	-1.00000	-1.00000
211	north	south	un	4582	48	0.072883769	2.00000	0.97086	4.12005	0.30103	0.02751	-1.00000	-1.00000
215	north	south	un	4776	52	0.630749508	0.73333	0.28815	1.86632	0.13470	0.00313	-1.00000	-1.00000
244	north	south	un	5124	25	0.149411738	3.53333	0.40114	31.12250	0.54818	0.02116	-1.00000	-1.00000
249	north	south	un	5338	52	0.421875000	0.36000	0.03182	4.07227	0.44370	0.01079	-1.00000	-1.00000
266	north	south	un	5360	11	0.511842859	1.39344	0.56933	3.41049	0.14409	0.00402	-1.00000	-1.00000
272	north	south	un	5515	44	1.000000000	1.18788	0.36614	3.85389	0.07477	0.00064	-1.00000	-1.00000
276	north	south	un	5665	6	0.310937007	0.23556	0.02384	2.32698	0.62791	0.01358	-1.00000	-1.00000
290	north	south	un	5865	19	0.008052706	0.32426	0.14427	0.72879	0.48910	0.05966	-1.00000	-1.00000
291	north	south	un	5926	20	0.577059062	1.25581	0.59749	2.63949	0.09893	0.00292	-1.00000	-1.00000
297	north	south	un	6134	43	0.064265841	0.21296	0.04121	1.10065	0.67170	0.03182	-1.00000	-1.00000
298	north	south	un	6172	19	0.809187020	0.87302	0.33413	2.28104	0.05898	0.00060	-1.00000	-1.00000
299	north	south	un	6266	51	0.000075662	0.11765	0.03702	0.37390	0.92942	0.13112	-1.00000	-1.00000
307	north	south	un	6415	13	1.000000000	1.05372	0.51847	2.14155	0.02272	0.00016	-1.00000	-1.00000
311	north	south	un	6616	26	0.154609403	1.72727	0.85065	3.50729	0.23736	0.01799	-1.00000	-1.00000
316	north	south	un	6772	57	0.780549739	0.75630	0.25631	2.23167	0.12130	0.00201	-1.00000	-1.00000
320	north	south	un	6846	5	0.073074179	0.22857	0.04425	1.18062	0.64098	0.02860	-1.00000	-1.00000
327	north	south	un	6966	1	0.064710226	2.40000	1.01001	5.70294	0.38021	0.03168	-1.00000	-1.00000
331	north	south	un	7105	16	0.006925810	0.12500	0.02587	0.60392	0.90309	0.06519	-1.00000	-1.00000
338	north	south	un	7218	5	0.278850067	1.53535	0.74554	3.16189	0.18621	0.01030	-1.00000	-1.00000
340	north	south	un	7306	30	0.401361910	1.51724	0.64573	3.56501	0.18105	0.00698	-1.00000	-1.00000
346	north	south	un	7455	55	0.053109641	2.24565	0.99501	5.06823	0.35134	0.03035	-1.00000	-1.00000
353	north	south	un	7545	20	0.763424117	1.33333	0.38026	4.67519	0.12494	0.00154	-1.00000	-1.00000
357	north	south	un	7696	47	0.000000000	0.01646	0.00214	0.12683	1.78355	0.30697	-1.00000	-1.00000
362	north	south	un	7768	57	0.093116385	1.98462	0.92080	4.27749	0.29768	0.02286	-1.00000	-1.00000
371	north	south	un	7840	3	0.000133096	5.21795	2.16994	12.54734	0.71750	0.11733	-1.00000	-1.00000
374	north	south	un	7957	57	0.590801522	1.22727	0.59915	2.51391	0.08894	0.00241	-1.00000	-1.00000
382	north	south	un	8155	5	0.187970659	0.54286	0.23099	1.27577	0.26531	0.01534	-1.00000	-1.00000
383	north	south	un	8252	40	0.689900370	1.23901	0.55937	2.74440	0.09308	0.00212	-1.00000	-1.00000
386	north	south	un	8393	57	0.386449348	1.38095	0.69579	2.74080	0.14018	0.00628	-1.00000	-1.00000
393	north	south	un	8554	31	0.858304095	1.08484	0.53450	2.20182	0.03536	0.00040	-1.00000	-1.00000
400	north	south	un	8725	14	0.045290040	0.12438	0.01451	1.06616	0.90526	0.03973	-1.00000	-1.00000
416	north	south	un	9016	56	0.003485013	3.06818	1.47759	6.37099	0.48688	0.07164	-1.00000	-1.00000
417	north	south	un	9063	42	0.712326332	1.15789	0.55620	2.41052	0.06367	0.00122	-1.00000	-1.00000
433	north	south	un	9340	6	0.528344470	0.72857	0.32237	1.64659	0.13753	0.00462	-1.00000	-1.00000
439	north	south	un	9397	3	0.239164782	4.45946	0.52174	38.11600	0.64928	0.01620	-1.00000	-1.00000
451	north	south	un	9543	24	0.004925315	0.07355	0.00902	0.59982	1.13340	0.07366	-1.00000	-1.00000
455	north	south	un	9666	22	0.000200232	17.00000	2.21090	130.71590	1.23045	0.09275	-1.00000	-1.00000
459	north	south	un	9761	56	0.404229369	3.31169	0.37584	29.18033	0.52005	0.00968	-1.00000	-1.00000
463	north	south	un	9784	18	1.000000000	0.96032	0.35726	2.58134	0.01759	0.00005	-1.00000	-1.00000
469	north	south	un	9868	40	0.382657605	1.37500	0.68685	2.75259	0.13830	0.00614	-1.00000	-1.00000
470	north	south	un	9896	6	0.432738224	0.61438	0.22101	1.70786	0.21156	0.00669	-1.00000	-1.00000
473	north	south	un	10064	50	0.104678920	0.54717	0.26747	1.11934	0.26188	0.02085	-1.00000	-1.00000
476	north	south	un	10124	48	0.041328425	6.00000	0.72956	49.34465	0.77815	0.03649	-1.00000	-1.00000
498	north	south	un	10392	4	0.000727750	0.06963	0.00854	0.56744	1.15721	0.09136	-1.00000	-1.00000
527	north	south	un	10663	26	0.000017617	0.04531	0.00573	0.35858	1.34380	0.14035	-1.00000	-1.00000
540	north	south	un	10925	43	1.000000000	1.52778	0.13504	17.28502	0.18406	0.00600	-1.00000	-1.00000
545	north	south	un	11061	54	0.034175461	0.18367	0.03651	0.92395	0.73595	0.04129	-1.00000	-1.00000
556	north	south	un	11135	4	0.775738711	0.82353	0.26703	2.53981	0.08432	0.00092	-1.00000	-1.00000
563	north	south	un	11272	20	0.043170466	0.32010	0.11284	0.90801	0.49472	0.03953	-1.00000	-1.00000
570	north	south	un	11410	33	0.232977201	0.58065	0.26839	1.25619	0.23609	0.01437	-1.00000	-1.00000
576	north	south	un	11466	27	0.720528054	0.71429	0.17048	2.99273	0.14613	0.00167	-1.00000	-1.00000
577	north	south	un	11554	53	1.000000000	0.93750	0.36451	2.41118	0.02803	0.00014	-1.00000	-1.00000
585	north	south	un	11646	20	1.000000000	0.80986	0.20659	3.17480	0.09159	0.00073	-1.00000	-1.00000
591	north	south	un	11795	42	1.000000000	0.95833	0.44877	2.04651	0.01848	0.00009	-1.00000	-1.00000
598	north	south	un	11834	20	0.071253240	0.28105	0.08148	0.96942	0.55122	0.03583	-1.00000	-1.00000
601	north	south	un	11979	41	1.000000000	1.27500	0.11269	14.42556	0.10551	0.00029	-1.00000	-1.00000
605	north	south	un	12022	21	0.010304028	8.08823	1.00425	65.14265	0.90785	0.05285	-1.00000	-1.00000
613	north	south	un	12328	14	0.828795474	0.84848	0.36536	1.97044	0.07136	0.00108	-1.00000	-1.00000
616	north	south	un	12383	7	0.163381573	2.17949	0.80092	5.93091	0.33835	0.01742	-1.00000	-1.00000
629	north	south	un	12611	50	0.002189871	12.41935	1.58128	97.54144	1.09410	0.06711	-1.00000	-1.00000
633	north	south	un	12637	13	0.738547303	0.65217	0.17858	2.38169	0.18564	0.00341	-1.00000	-1.00000
634	north	south	un	12694	7	0.125332633	3.39130	0.70279	16.36469	0.53037	0.01943	-1.00000	-1.00000
635	north	south	un	12758	7	0.600118363	0.81818	0.40964	1.63416	0.08715	0.00241	-1.00000	-1.00000
641	north	south	un	12903	30	0.183151358	0.58667	0.27931	1.23225	0.23161	0.01493	-1.00000	-1.00000
645	north	south	un	12955	19	0.140393491	5.22535	0.62388	43.76539	0.71812	0.02154	-1.00000	-1.00000
648	north	south	un	13044	46	0.009363334	0.09091	0.01085	0.76172	1.04139	0.05453	-1.00000	-1.00000
654	north	south	un	13065	5	0.071552241	1.97531	0.94976	4.10825	0.29563	0.02665	-1.00000	-1.00000
666	north	south	un	13318	8	0.003035695	0.07278	0.00882	0.60061	1.13796	0.07066	-1.00000	-1.00000
672	north	south	un	13592	35	0.000151136	0.04930	0.00619	0.39278	1.30719	0.11487	-1.00000	-1.00000
676	north	south	un	13630	10	0.040990980	5.42254	0.64782	45.38876	0.73420	0.03438	-1.00000	-1.00000
679	north	south	un	13733	51	0.141990408	0.18519	0.01871	1.83302	0.73239	0.01976	-1.00000	-1.00000
686	north	south	un	13796	50	0.464611749	2.36364	0.45800	12.19814	0.37358	0.00883	-1.00000	-1.00000
691	north	south	un	13887	15	0.000000000	14.46667	5.85223	35.76149	1.16037	0.31816	-1.00000	-1.00000
693	north	south	un	13982	49	1.000000000	1.06667	0.52144	2.18197	0.02803	0.00024	-1.00000	-1.00000
728	north	south	un	14538	44	0.024830594	0.38947	0.17278	0.87795	0.40952	0.03988	-1.00000	-1.00000
738	north	south	un	14660	35	1.000000000	0.80342	0.17222	3.74801	0.09506	0.00059	-1.00000	-1.00000
739	north	south	un	14728	40	0.267405940	0.38182	0.08731	1.66980	0.41814	0.01301	-1.00000	-1.00000
742	north	south	un	14755	4	0.002100752	0.19115	0.06398	0.57109	0.71863	0.07898	-1.00000	-1.00000
752	north	south	un	14814	1	0.430192964	0.69188	0.32145	1.48919	0.15997	0.00646	-1.00000	-1.00000
765	north	south	un	14962	25	1.000000000	0.91837	0.32592	2.58778	0.03698	0.00020	-1.00000	-1.00000
775	north	south	un	15158	34	0.333107713	1.71111	0.60937	4.80481	0.23328	0.00852	-1.00000	-1.00000
776	north	south	un	15215	28	0.468259630	1.36829	0.66751	2.80477	0.13618	0.00574	-1.00000	-1.00000
788	north	south	un	15534	34	0.000475760	0.06405	0.00788	0.52083	1.19347	0.09091	-1.00000	-1.00000
797	north	south	un	15700	13	1.000000000	0.89041	0.22806	3.47639	0.05041	0.00021	-1.00000	-1.00000
809	north	south	un	15896	22	0.390625000	0.31646	0.02796	3.58199	0.49969	0.01228	-1.00000	-1.00000
817	north	south	un	15938	1	0.196341673	3.00000	0.61228	14.69920	0.47712	0.01469	-1.00000	-1.00000
819	north	south	un	16013	15	0.718385247	1.15132	0.55977	2.36799	0.06119	0.00111	-1.00000	-1.00000
826	north	south	un	16196	13	0.601159715	0.81395	0.40903	1.61973	0.08940	0.00257	-1.00000	-1.00000
837	north	south	un	16374	5	0.001931286	4.33333	1.63663	11.47344	0.63682	0.07508	-1.00000	-1.00000
838	north	south	un	16444	13	0.101136838	3.02857	0.81346	11.27555	0.48124	0.02142	-1.00000	-1.00000
855	north	south	un	16627	7	1.000000000	0.90741	0.19446	4.23418	0.04220	0.00012	-1.00000	-1.00000
862	north	south	un	16755	13	0.710603227	0.61538	0.14700	2.57617	0.21085	0.00335	-1.00000	-1.00000
866	north	south	un	16861	58	0.000152154	0.05455	0.00675	0.44089	1.26324	0.11692	-1.00000	-1.00000
878	north	south	un	17000	10	0.111545460	0.45934	0.18951	1.11336	0.33787	0.02379	-1.00000	-1.00000
879	north	south	un	17054	2	0.010550251	7.91667	0.98427	63.67546	0.89854	0.04961	-1.00000	-1.00000
894	north	south	un	17346	44	0.000182300	0.05679	0.00704	0.45789	1.24573	0.10667	-1.00000	-1.00000
897	north	south	un	17395	32	0.481734840	1.32468	0.65980	2.65953	0.12211	0.00467	-1.00000	-1.00000
911	north	south	un	17757	23	0.582504879	0.79545	0.38679	1.63592	0.09938	0.00303	-1.00000	-1.00000
916	north	south	un	17866	8	0.000167186	10.59259	2.37108	47.32144	1.02500	0.10280	-1.00000	-1.00000
926	north	south	un	18071	27	0.292077574	0.68182	0.33864	1.37278	0.16633	0.00888	-1.00000	-1.00000
931	north	south	un	18119	11	0.566020124	0.33333	0.02949	3.76768	0.47712	0.00627	-1.00000	-1.00000
934	north	south	un	18182	12	0.002183038	4.35948	1.66059	11.44477	0.63943	0.07483	-1.00000	-1.00000
940	north	south	un	18296	1	0.301607062	1.60364	0.68305	3.76498	0.20511	0.00928	-1.00000	-1.00000
944	north	south	un	18435	16	0.004317982	0.07877	0.00954	0.65059	1.10365	0.06763	-1.00000	-1.00000
946	north	south	un	18523	41	0.401689531	1.78571	0.52983	6.01850	0.25181	0.00667	-1.00000	-1.00000
947	north	south	un	18554	9	0.408472266	0.67742	0.30415	1.50880	0.16914	0.00703	-1.00000	-1.00000
950	north	south	un	18610	3	0.665761389	0.77554	0.33427	1.79930	0.11040	0.00270	-1.00000	-1.00000
951	north	south	un	18715	45	0.279215633	2.09091	0.63446	6.89076	0.32034	0.01187	-1.00000	-1.00000
960	north	south	un	18764	32	0.372719370	0.53571	0.16924	1.69578	0.27107	0.00888	-1.00000	-1.00000
961	north	south	un	18848	55	0.304038361	2.63768	0.52609	13.22473	0.42122	0.01143	-1.00000	-1.00000
965	north	south	un	18906	51	0.531931367	1.35041	0.58125	3.13738	0.13047	0.00383	-1.00000	-1.00000
966	north	south	un	18919	2	0.208403620	1.63742	0.80645	3.32464	0.21416	0.01441	-1.00000	-1.00000
969	north	south	un	19037	58	0.006269278	5.23457	1.44084	19.01723	0.71888	0.05905	-1.00000	-1.00000
973	north	south	un	19053	12	0.840308567	1.17857	0.53049	2.61841	0.07136	0.00125	-1.00000	-1.00000
974	north	south	un	19109	7	0.428466485	0.59722	0.21368	1.66921	0.22386	0.00790	-1.00000	-1.00000
979	north	south	un	19235	9	0.503651038	0.72222	0.30064	1.73496	0.14133	0.00409	-1.00000	-1.00000
987	north	south	un	19513	40	0.629194347	1.42424	0.53379	3.80014	0.15358	0.00375	-1.00000	-1.00000
992	north	south	un	19628	31	0.835791192	0.91484	0.40074	2.08847	0.03866	0.00036	-1.00000	-1.00000
998	north	south	un	19852	9	0.120679072	3.75000	0.78514	17.91093	0.57403	0.02492	-1.00000	-1.00000
999	north	south	un	19932	26	0.021962897	6.53425	0.80330	53.15102	0.81520	0.04194	-1.00000	-1.00000
1004	north	south	un	20021	54	0.000017390	18.96552	2.46114	146.14830	1.27796	0.12162	-1.00000	-1.00000
1011	north	south	un	20209	56	0.834192874	0.87097	0.38431	1.97391	0.06000	0.00083	-1.00000	-1.00000
1017	north	south	un	20296	19	0.665761389	0.77554	0.33427	1.79930	0.11040	0.00270	-1.00000	-1.00000
1026	north	south	un	20426	23	0.015182097	2.69231	1.23904	5.85011	0.43012	0.05110	-1.00000	-1.00000
1030	north	south	un	20493	28	0.016794038	0.15714	0.03189	0.77425	0.80371	0.05220	-1.00000	-1.00000
1042	north	south	un	20694	44	0.002139322	0.06667	0.00805	0.55210	1.17609	0.08306	-1.00000	-1.00000
1046	north	south	un	20721	10	1.000000000	0.96970	0.48241	1.94921	0.01336	0.00006	-1.00000	-1.00000
1049	north	south	un	20858	21	0.702738085	1.68831	0.31555	9.03310	0.22745	0.00281	-1.00000	-1.00000
1051	north	south	un	20937	38	0.120702989	0.32353	0.09189	1.13913	0.49009	0.02691	-1.00000	-1.00000
1052	north	south	un	20971	10	0.235180194	3.98551	0.45229	35.12004	0.60048	0.01376	-1.00000	-1.00000
1063	north	south	un	21158	10	0.472272026	1.37674	0.67630	2.80264	0.13885	0.00590	-1.00000	-1.00000
1069	north	south	un	21279	7	0.503223797	0.60000	0.15338	2.34712	0.22185	0.00428	-1.00000	-1.00000
1070	north	south	un	21353	17	0.152997890	0.52107	0.23520	1.15441	0.28310	0.02077	-1.00000	-1.00000
1071	north	south	un	21426	27	0.021125138	0.29167	0.10193	0.83456	0.53511	0.04333	-1.00000	-1.00000
1072	north	south	un	21466	5	1.000000000	1.05882	0.28341	3.95581	0.02482	0.00006	-1.00000	-1.00000
1077	north	south	un	21525	3	0.000031961	4.93333	2.30116	10.57633	0.69314	0.13745	-1.00000	-1.00000
1088	north	south	un	21789	17	0.349475806	0.53333	0.15420	1.84466	0.27300	0.00754	-1.00000	-1.00000
1091	north	south	un	21889	54	0.602868494	1.45503	0.50322	4.20710	0.16287	0.00372	-1.00000	-1.00000
1094	north	south	un	21962	3	0.481386800	1.29712	0.64190	2.62116	0.11298	0.00399	-1.00000	-1.00000
1108	north	south	un	22169	24	1.000000000	1.00000	0.49156	2.03433	0.00000	0.00000	-1.00000	-1.00000
1125	north	south	un	22624	44	0.008927660	0.08952	0.01067	0.75094	1.04806	0.05704	-1.00000	-1.00000
1126	north	south	un	22699	57	0.065679360	0.40541	0.16557	0.99267	0.39211	0.02898	-1.00000	-1.00000
1132	north	south	un	22712	8	0.322128943	1.55229	0.69307	3.47672	0.19097	0.00913	-1.00000	-1.00000
1135	north	south	un	22836	7	0.072754710	0.38182	0.13807	1.05586	0.41814	0.02622	-1.00000	-1.00000
1136	north	south	un	22913	23	0.440136898	0.71648	0.33737	1.52159	0.14480	0.00572	-1.00000	-1.00000
1138	north	south	un	22952	1	0.064402471	0.21368	0.04148	1.10071	0.67025	0.02952	-1.00000	-1.00000
1149	north	south	un	23130	53	0.000077941	0.07222	0.01570	0.33221	1.14133	0.13315	-1.00000	-1.00000
1153	north	south	un	23208	7	0.117342788	1.97326	0.87542	4.44787	0.29518	0.02102	-1.00000	-1.00000
1164	north	south	un	23396	7	0.006409036	2.89286	1.39834	5.98470	0.46133	0.06385	-1.00000	-1.00000
1179	north	south	un	23680	43	0.009363334	0.09091	0.01085	0.76172	1.04139	0.05453	-1.00000	-1.00000
1180	north	south	un	23702	3	0.098599039	3.09091	0.82826	11.53464	0.49009	0.02319	-1.00000	-1.00000
1189	north	south	un	23916	30	0.400256456	3.66667	0.41653	32.27738	0.56427	0.01145	-1.00000	-1.00000
1190	north	south	un	23995	47	0.000009686	0.11066	0.03837	0.31914	0.95599	0.15844	-1.00000	-1.00000
1199	north	south	un	24217	23	0.000883850	0.13231	0.03569	0.49045	0.87841	0.08679	-1.00000	-1.00000
1203	north	south	un	24397	16	0.516279070	2.06493	0.20909	20.39292	0.31491	0.01042	-1.00000	-1.00000
1205	north	south	un	24486	44	1.000000000	0.86471	0.24964	2.99518	0.06313	0.00041	-1.00000	-1.00000
1207	north	south	un	24512	8	0.016126926	3.37333	1.25654	9.05610	0.52806	0.05037	-1.00000	-1.00000
1213	north	south	un	24669	41	0.158909394	0.32000	0.07639	1.34053	0.49485	0.02008	-1.00000	-1.00000
1218	north	south	un	24797	45	0.000000275	0.04737	0.01050	0.21372	1.32451	0.19481	-1.00000	-1.00000
1223	north	south	un	24896	20	0.860010983	0.92930	0.46177	1.87020	0.03184	0.00032	-1.00000	-1.00000
1224	north	south	un	24976	34	0.000113797	0.05185	0.00642	0.41887	1.28524	0.11901	-1.00000	-1.00000
1232	north	south	un	25062	58	0.000000012	10.03636	4.29013	23.47912	1.00158	0.25563	-1.00000	-1.00000
1244	north	south	un	25248	57	0.773267827	0.82564	0.26039	2.61795	0.08321	0.00086	-1.00000	-1.00000
1246	north	south	un	25265	12	0.000790938	0.05767	0.00706	0.47099	1.23909	0.09352	-1.00000	-1.00000
1266	north	south	un	25658	32	0.234482282	0.51471	0.20447	1.29566	0.28844	0.01538	-1.00000	-1.00000
1268	north	south	un	25762	11	0.709058578	1.22809	0.58709	2.56897	0.08923	0.00229	-1.00000	-1.00000
1269	north	south	un	25839	25	0.005015330	3.11688	1.39517	6.96328	0.49372	0.06170	-1.00000	-1.00000
1271	north	south	un	25886	10	0.726069723	0.86667	0.43367	1.73199	0.06215	0.00121	-1.00000	-1.00000
1299	north	south	un	26274	19	0.005014472	3.00000	1.42504	6.31561	0.47712	0.06638	-1.00000	-1.00000
1301	north	south	un	26325	7	0.474981145	2.08333	0.40392	10.74535	0.31876	0.00615	-1.00000	-1.00000
1310	north	south	un	26540	37	0.000040083	0.04604	0.00573	0.36970	1.33682	0.13889	-1.00000	-1.00000
1314	north	south	un	26682	54	0.133946184	0.44727	0.17131	1.16778	0.34943	0.02052	-1.00000	-1.00000
1330	north	south	un	26945	7	0.102688050	1.92308	0.94212	3.92542	0.28400	0.02507	-1.00000	-1.00000
1333	north	south	un	27038	34	0.078389023	2.11852	0.92296	4.86272	0.32603	0.02394	-1.00000	-1.00000
1340	north	south	un	27147	22	0.760523986	1.41176	0.40212	4.95639	0.14976	0.00228	-1.00000	-1.00000
1345	north	south	un	27283	34	0.020616046	7.22535	0.88903	58.72211	0.85886	0.04558	-1.00000	-1.00000
1352	north	south	un	27312	1	0.301374605	0.52500	0.19162	1.43841	0.27984	0.01294	-1.00000	-1.00000
1355	north	south	un	27450	15	0.119853479	0.35714	0.09893	1.28930	0.44716	0.02064	-1.00000	-1.00000
1375	north	south	un	27688	7	0.293008641	2.48780	0.27046	22.88425	0.39582	0.01363	-1.00000	-1.00000
1380	north	south	un	27745	2	0.000000994	9.80000	3.50979	27.36349	0.99123	0.18363	-1.00000	-1.00000
1405	north	south	un	27943	15	0.196618872	0.53958	0.23451	1.24150	0.26794	0.01644	-1.00000	-1.00000
1428	north	south	un	28517	24	0.296201471	1.97419	0.65248	5.97325	0.29539	0.01146	-1.00000	-1.00000
1445	north	south	un	28942	1	0.004934795	9.64615	1.20773	77.04417	0.98435	0.06306	-1.00000	-1.00000
1451	north	south	un	29072	9	0.030773049	2.54717	1.08584	5.97517	0.40606	0.03574	-1.00000	-1.00000
1454	north	south	un	29138	12	0.018284711	2.80000	1.19413	6.56544	0.44716	0.04432	-1.00000	-1.00000
1460	north	south	un	29192	3	0.819124529	1.22951	0.49404	3.05986	0.08973	0.00152	-1.00000	-1.00000
1468	north	south	un	29389	9	0.010814410	0.08955	0.01084	0.73989	1.04792	0.06042	-1.00000	-1.00000
1469	north	south	un	29469	28	0.814045790	0.85161	0.33807	2.14526	0.06976	0.00091	-1.00000	-1.00000
1480	north	south	un	29705	14	0.206969212	0.61866	0.30312	1.26266	0.20855	0.01367	-1.00000	-1.00000
1485	north	south	un	29754	1	1.000000000	1.11290	0.42082	2.94320	0.04646	0.00036	-1.00000	-1.00000
1498	north	south	un	30092	32	0.313096895	0.56418	0.21181	1.50278	0.24858	0.01042	-1.00000	-1.00000
1504	north	south	un	30300	50	1.000000000	0.91667	0.34260	2.45267	0.03779	0.00022	-1.00000	-1.00000
1511	north	south	un	30418	45	0.026101437	3.70370	1.15962	11.82920	0.56864	0.04338	-1.00000	-1.00000
1526	north	south	un	30770	26	0.000201396	0.08403	0.01816	0.38895	1.07555	0.11641	-1.00000	-1.00000
1536	north	south	un	30891	24	0.014964725	0.14865	0.03020	0.73172	0.82784	0.05447	-1.00000	-1.00000
1550	north	south	un	31126	11	0.798877313	1.25182	0.45041	3.47916	0.09754	0.00150	-1.00000	-1.00000
1552	north	south	un	31196	19	0.000351882	0.23333	0.10407	0.52314	0.63202	0.10249	-1.00000	-1.00000
1553	north	south	un	31240	1	0.023207475	2.26496	1.12429	4.56293	0.35506	0.03909	-1.00000	-1.00000
1562	north	south	un	31319	17	0.162978230	2.15873	0.79128	5.88932	0.33420	0.01739	-1.00000	-1.00000
1574	north	south	un	31374	10	0.768523723	0.77778	0.24566	2.46252	0.10914	0.00143	-1.00000	-1.00000
1584	north	south	un	31586	33	0.069228769	0.22222	0.04304	1.14729	0.65321	0.02943	-1.00000	-1.00000
1590	north	south	un	31624	10	0.000039336	0.04889	0.00615	0.38887	1.31079	0.12884	-1.00000	-1.00000
1598	north	south	un	31759	22	0.451944668	1.35200	0.63162	2.89398	0.13098	0.00465	-1.00000	-1.00000
1601	north	south	un	31912	51	0.001222920	0.23478	0.09700	0.56826	0.62933	0.08384	-1.00000	-1.00000
1607	north	south	un	32030	39	0.000000011	0.02078	0.00267	0.16146	1.68237	0.24494	-1.00000	-1.00000
1610	north	south	un	32106	53	1.000000000	0.93333	0.19992	4.35731	0.02996	0.00006	-1.00000	-1.00000
1611	north	south	un	32158	45	0.181714286	0.24201	0.02449	2.39146	0.61617	0.02151	-1.00000	-1.00000
1612	north	south	un	32200	27	0.000002099	6.31429	2.88624	13.81388	0.80032	0.18201	-1.00000	-1.00000
